Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
NSDHL	gene	NSDHL	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	CK syndrome (MIM#300831)			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	21129721;15689440;25900314		False	3	100;0;0	1.83	True		ENSG00000147383	ENSG00000147383	HGNC:13398													
NSRP1	gene	NSRP1	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Epilepsy;Cerebral palsy;microcephaly;Intellectual disability			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	34385670		False	3	50;50;0	1.83	True		ENSG00000126653	ENSG00000126653	HGNC:25305													
NSUN2	gene	NSUN2	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Mental retardation, autosomal recessive 5 - MIM#611091			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	22541559;22541562;21063731;22577224;35126837		False	3	100;0;0	1.83	True		ENSG00000037474	ENSG00000037474	HGNC:25994													
NSUN6	gene	NSUN6	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Intellectual developmental disorder, autosomal recessive 82, MIM# 620779			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	37226891		False	3	67;33;0	1.83	True		ENSG00000241058	ENSG00000241058	HGNC:23529													
NT5C2	gene	NT5C2	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Spastic paraplegia 45, autosomal recessive, MIM# 613162;MONDO:0013165			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	24482476;32153630;29123918;28884889;28327087		False	3	100;0;0	1.83	True		ENSG00000076685	ENSG00000076685	HGNC:8022													
NTNG2	gene	NTNG2	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	"Intellectual disability;autism;dysmorphic features;Neurodevelopmental disorder with behavioral abnormalities, absent speech, and hypotonia, MIM#	618718"			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	31668703;31692205		False	3	100;0;0	1.83	True		ENSG00000196358	ENSG00000196358	HGNC:14288													
NTRK1	gene	NTRK1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Insensitivity to pain, congenital, with anhidrosis - MIM#256800			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	10233776;19250380;10861667;10982191;20301726;20089052		False	3	100;0;0	1.83	True		ENSG00000198400	ENSG00000198400	HGNC:8031													
NTRK2	gene	NTRK2	Expert list;Expert Review Green	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Obesity, hyperphagia, and developmental delay, MIM# 613886			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	15494731;27884935;29100083		False	3	100;0;0	1.83	True		ENSG00000148053	ENSG00000148053	HGNC:8032													
NUBPL	gene	NUBPL	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Mitochondrial complex I deficiency, nuclear type 21 - MIM#618242			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	20818383;32518176;23553477;31917109;32518176;31787496;30897263;22826544		False	3	100;0;0	1.83	True		ENSG00000151413	ENSG00000151413	HGNC:20278													
NUDT2	gene	NUDT2	Expert list;Expert Review Green	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Muscular hypotonia;Global developmental delay;Intellectual disability;Polyneuropathy			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	27431290;30059600;33058507		False	3	100;0;0	1.83	True		ENSG00000164978	ENSG00000164978	HGNC:8049													
NUP188	gene	NUP188	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Sandestig-Stefanova syndrome, 618804;microcephaly;ID;cataract;structural brain abnormalities;hypoventilation			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	32021605;28726809;32275884		False	3	100;0;0	1.83	True		ENSG00000095319	ENSG00000095319	HGNC:17859													
NUP214	gene	NUP214	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	"{Encephalopathy, acute, infection-induced, susceptibility to, 9}, MIM#	618426;epileptic encephalopathy;developmental regression;microcephaly"			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	31178128;30758658		False	3	100;0;0	1.83	True		ENSG00000126883	ENSG00000126883	HGNC:8064													
NUS1	gene	NUS1	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Mental retardation, autosomal dominant 55, with seizures, MIM# 617831			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	31656175;29100083		False	3	100;0;0	1.83	True		ENSG00000153989	ENSG00000153989	HGNC:21042													
OCLN	gene	OCLN	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Pseudo-TORCH syndrome 1, MIM#251290			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	20727516;32240828;29192239;28386946		False	3	100;0;0	1.83	True		ENSG00000197822	ENSG00000197822	HGNC:8104													
OCRL	gene	OCRL	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	oculocerebrorenal syndrome MONDO:0010645			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	3	100;0;0	1.83	True		ENSG00000122126	ENSG00000122126	HGNC:8108													
ODC1	gene	ODC1	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Neurodevelopmental disorder with alopecia and brain imaging abnormalities (NEDABIA), MIM#619075			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	30475435;30239107		False	3	100;0;0	1.83	True	Other	ENSG00000115758	ENSG00000115758	HGNC:8109													
OFD1	gene	OFD1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	ciliopathy MONDO:0005308			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	24884629		False	3	100;0;0	1.83	True		ENSG00000046651	ENSG00000046651	HGNC:2567													
OGDH	gene	OGDH	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Oxoglutarate dehydrogenase deficiency, MIM# 203740			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	36520152;32383294		False	3	100;0;0	1.83	True		ENSG00000105953	ENSG00000105953	HGNC:8124													
OGDHL	gene	OGDHL	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Yoon-Bellen neurodevelopmental syndrome, MIM# 619701;Neurodevelopmental disorder featuring epilepsy, hearing loss and visual impairment			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	PMID: 34800363		False	3	100;0;0	1.83	True		ENSG00000197444	ENSG00000197444	HGNC:25590													
OGT	gene	OGT	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Mental retardation, X-linked 106, MIM# 300997			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	28302723;28584052;31296563;31627256;29769320;29606577		False	3	100;0;0	1.83	True		ENSG00000147162	ENSG00000147162	HGNC:8127													
OPA3	gene	OPA3	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	3-methylglutaconic aciduria, type III (MGA3) (MIM#258501), AR;Optic atrophy 3 with cataract (MIM#165300), AD			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	25159689;31119193;31928268		False	3	100;0;0	1.83	True		ENSG00000125741	ENSG00000125741	HGNC:8142													
OPHN1	gene	OPHN1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Mental retardation, X-linked, with cerebellar hypoplasia and distinctive facial appearance, MIM#300486			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	20528889;9582072;12807966;16221952		False	3	100;0;0	1.83	True		ENSG00000079482	ENSG00000079482	HGNC:8148													
OSGEP	gene	OSGEP	Expert list;Expert Review Green	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	"Galloway-Mowat syndrome 3, MIM#	617729"			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	28805828;28272532		False	3	100;0;0	1.83	True		ENSG00000092094	ENSG00000092094	HGNC:18028													
OTC	gene	OTC	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Ornithine transcarbamylase deficiency, MIM#311250			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	3	100;0;0	1.83	True		ENSG00000036473	ENSG00000036473	HGNC:8512													
OTUD5	gene	OTUD5	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Multiple congenital anomalies-neurodevelopmental syndrome, X-linked, MIM# 301056			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	PMID: 33131077;33523931		False	3	50;0;50	1.83	True		ENSG00000068308	ENSG00000068308	HGNC:25402													
OTUD6B	gene	OTUD6B	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Intellectual developmental disorder with dysmorphic facies, seizures, and distal limb anomalies, OMIM #617452			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	28343629;32924626;31147255		False	3	100;0;0	1.83	True		ENSG00000155100	ENSG00000155100	HGNC:24281													
OTX2	gene	OTX2	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Microphthalmia, syndromic 5, MIM# 610125;Pituitary hormone deficiency, combined, 6, MIM# 613986;Retinal dystrophy, early-onset, with or without pituitary dysfunction, MIM# 610125;Otocephaly-dysgnathia complex			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	24167467;25589041;31969185		False	3	100;0;0	1.83	True		ENSG00000165588	ENSG00000165588	HGNC:8522													
OXR1	gene	OXR1	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Intellectual disability;seizures;cerebellar atrophy			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	31785787		False	3	100;0;0	1.83	True		ENSG00000164830	ENSG00000164830	HGNC:15822													
P4HTM	gene	P4HTM	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Hypotonia, hypoventilation, impaired intellectual development, dysautonomia, epilepsy, and eye abnormalities;OMIM #618493			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	PMID: 25078763;30940925		False	3	100;0;0	1.83	True		ENSG00000178467	ENSG00000178467	HGNC:28858													
PABPC1	gene	PABPC1	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Neurodevelopmental disorder, PABPC1-related (MONDO#0700092)			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	PMID: 35511136		False	3	100;0;0	1.83	True		ENSG00000070756	ENSG00000070756	HGNC:8554													
PACS1	gene	PACS1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Schuurs-Hoeijmakers syndrome (MIM# 615009)			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	26842493;23159249		False	3	100;0;0	1.83	True		ENSG00000175115	ENSG00000175115	HGNC:30032													
PACS2	gene	PACS2	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Epileptic encephalopathy, early infantile, 66, MIM#618067			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	29656858		False	3	100;0;0	1.83	True		ENSG00000179364	ENSG00000179364	HGNC:23794													
PAFAH1B1	gene	PAFAH1B1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Lissencephaly 1, MIM# 607432;Subcortical laminar heterotopia, MIM# 607432;MONDO:0011830			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	11754098;18285425		False	3	100;0;0	1.83	True		ENSG00000007168	ENSG00000007168	HGNC:8574													
PAH	gene	PAH	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Phenylketonuria, MIM#261600			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	3	100;0;0	1.83	True		ENSG00000171759	ENSG00000171759	HGNC:8582													
PAK1	gene	PAK1	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Intellectual developmental disorder with macrocephaly, seizures, and speech delay;OMIM #618158			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	PMID: 31504246;30290153		False	3	100;0;0	1.83	True		ENSG00000149269	ENSG00000149269	HGNC:8590													
PAK2	gene	PAK2	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Knobloch 2 syndrome MIM#618458			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	33693784;38894571;38712026		False	3	100;0;0	1.83	True		ENSG00000180370	ENSG00000180370	HGNC:8591													
PAK3	gene	PAK3	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Mental retardation, X-linked 30/47, MIM# 300558;Intellectual disability			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	9731525;10946356;12884430;17853471;18523455;32050918;32005903;31943058;31843706;31678216		False	3	100;0;0	1.83	True		ENSG00000077264	ENSG00000077264	HGNC:8592													
PAM16	gene	PAM16	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Spondylometaphyseal dysplasia, Megarbane-Dagher-Melike type, MIM#613320			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	24786642;27354339		False	3	100;0;0	1.83	True		ENSG00000217930	ENSG00000217930	HGNC:29679													
PAN2	gene	PAN2	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Syndromic disease MONDO:0002254			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	PMID:35304602;29620724		False	3	100;0;0	1.83	True		ENSG00000135473	ENSG00000135473	HGNC:20074													
PARN	gene	PARN	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Dyskeratosis congenita, autosomal recessive 6, MIM# 616353			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	25893599;26342108		False	3	100;0;0	1.83	True		ENSG00000140694	ENSG00000140694	HGNC:8609													
PARP6	gene	PARP6	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Intellectual disability;Epilepsy;Microcephaly			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	34067418		False	3	100;0;0	1.83	True		ENSG00000137817	ENSG00000137817	HGNC:26921													
PAX5	gene	PAX5	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Neurodevelopmental disorder MONDO:0700092, PAX5-related;Hypogammaglobulinaemia			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	35094443;31452935;28263302;25418537;8001127;27626380;35947077		False	3	50;50;0	1.83	True		ENSG00000196092	ENSG00000196092	HGNC:8619													
PAX6	gene	PAX6	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Microphthalmia/coloboma 12, OMIM #120200			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	26130484;31700164		False	3	100;0;0	1.83	True		ENSG00000007372	ENSG00000007372	HGNC:8620													
PAX8	gene	PAX8	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Hypothyroidism, congenital, due to thyroid dysgenesis or hypoplasia, MIM# 218700			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	33272083;9590296;11232006;15356023;15718293		False	3	100;0;0	1.83	True		ENSG00000125618	ENSG00000125618	HGNC:8622													
PBX1	gene	PBX1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Congenital anomalies of kidney and urinary tract syndrome with or without hearing loss, abnormal ears, or developmental delay, OMIM #617641			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758			False	3	100;0;0	1.83	True		ENSG00000185630	ENSG00000185630	HGNC:8632													
PC	gene	PC	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Pyruvate carboxylase deficiency - MIM#266150			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	9585612;12112657		False	3	100;0;0	1.83	True		ENSG00000173599	ENSG00000173599	HGNC:8636													
PCBP2	gene	PCBP2	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	neurodevelopmental disorder MONDO:0700092, PCBP2-related			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	38965372		False	3	100;0;0	1.83	True		ENSG00000197111	ENSG00000197111	HGNC:8648													
PCCA	gene	PCCA	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Propionicacidemia MIM#606054			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	22593918		False	3	100;0;0	1.83	True		ENSG00000175198	ENSG00000175198	HGNC:8653													
PCCB	gene	PCCB	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Propionicacidemia MIM#606054			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	22593918		False	3	100;0;0	1.83	True		ENSG00000114054	ENSG00000114054	HGNC:8654													
PCDH12	gene	PCDH12	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Diencephalic-mesencephalic junction dysplasia syndrome 1, MIM#251280			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	27164683;30178464		False	3	100;0;0	1.83	True		ENSG00000113555	ENSG00000113555	HGNC:8657													
PCDH19	gene	PCDH19	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	Other	Developmental and epileptic encephalopathy 9 MIM#300088			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	28669061		False	3	100;0;0	1.83	True		ENSG00000165194	ENSG00000165194	HGNC:14270													
PCDHGC4	gene	PCDHGC4	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Neurodevelopmental disorder with poor growth and skeletal anomalies, MIM# 619880			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	34244665		False	3	100;0;0	1.83	True		ENSG00000242419	ENSG00000242419	HGNC:8717													
PCGF2	gene	PCGF2	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Turnpenny-Fry syndrome, MIM# 618371			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	30343942		False	3	100;0;0	1.83	True		ENSG00000056661	ENSG00000277258	HGNC:12929													
PCYT2	gene	PCYT2	Expert Review;Expert Review Green	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Global developmental delay with regression;spastic para- or tetra paresis;epilepsy;progressive cerebral and cerebellar atrophy			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	31637422		False	3	100;0;0	1.83	True		ENSG00000185813	ENSG00000185813	HGNC:8756													
PDE10A	gene	PDE10A	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Dyskinesia, limb and orofacial, infantile-onset, MIM#616921			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	27058446		False	3	100;0;0	1.83	True		ENSG00000112541	ENSG00000112541	HGNC:8772													
PDE4D	gene	PDE4D	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Acrodysostosis 2, with or without hormone resistance, MIM# 614613			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	22464250;22464252;23033274;24203977		False	3	100;0;0	1.83	True		ENSG00000113448	ENSG00000113448	HGNC:8783													
PDE6D	gene	PDE6D	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome 22, MIM#615665			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	24166846;30423442		False	3	100;0;0	1.83	True		ENSG00000156973	ENSG00000156973	HGNC:8788													
PDGFRB	gene	PDGFRB	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Kosaki overgrowth syndrome MIM#616592			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	31710779;35221873		False	3	100;0;0	1.83	True		ENSG00000113721	ENSG00000113721	HGNC:8804													
PDHA1	gene	PDHA1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Pyruvate dehydrogenase E1-alpha deficiency MIM#312170			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	23021068		False	3	100;0;0	1.83	True		ENSG00000131828	ENSG00000131828	HGNC:8806													
PDHB	gene	PDHB	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Pyruvate dehydrogenase E1-beta deficiency, MIM#614111			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	15138885;26014431		False	3	100;0;0	1.83	True		ENSG00000168291	ENSG00000168291	HGNC:8808													
PDHX	gene	PDHX	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Lacticacidemia due to PDX1 deficiency MIM#245349			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	34138529		False	3	100;0;0	1.83	True		ENSG00000110435	ENSG00000110435	HGNC:21350													
PDP1	gene	PDP1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Pyruvate dehydrogenase phosphatase deficiency, MIM#608782			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	19184109;15855260;31392110		False	3	100;0;0	1.83	True		ENSG00000164951	ENSG00000164951	HGNC:9279													
PDSS1	gene	PDSS1	Expert Review Green;Genetic Health Queensland	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Coenzyme Q10 deficiency, primary, 2 MIM#614651			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	17332895;22494076;33285023		False	3	100;0;0	1.83	True		ENSG00000148459	ENSG00000148459	HGNC:17759													
PDZD8	gene	PDZD8	Expert Review Green;Literature	Intellectual disability syndromic and non-syndromic		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	"Intellectual developmental disorder with autism and dysmorphic facies, MIM#	620021"			Intellectual disability;HP:0001249; Neurodevelopmental delay;HP:0012758	35227461		False	3	100;0;0	1.83	True		ENSG00000165650	ENSG00000165650	HGNC:26974													
